val,status,message
234201200855,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234213010990,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201494733,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201169612,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201487317,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201482364,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201618536,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201422701,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201659518,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201202819,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201557884,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201220958,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201873518,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201998749,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201999368,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201570686,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201546788,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201595487,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201505707,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201453223,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201480568,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201506392,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201441573,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201502298,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201449277,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201497166,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201474983,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201585741,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201453178,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201223557,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201577770,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201563748,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201517281,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201561806,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201522637,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201197290,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234213014739,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201489386,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201481433,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
