val,status,message
234201200387,FAILED,BPS lambat/timeout — coba lagi (cek fasih-status). Item dilewati.
234201200710,FAILED,BPS lambat/timeout — coba lagi (cek fasih-status). Item dilewati.
234201170723,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201233598,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234213010362,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201396132,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201210273,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201195047,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201231607,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201223599,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201237859,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201238022,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201396825,FAILED,BPS lambat/timeout — coba lagi (cek fasih-status). Item dilewati.
234201405958,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201396754,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201433785,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201220909,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234213017026,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201206962,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234213010982,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201210082,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234213007064,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201185022,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201149112,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201211227,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201211795,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201212046,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234213009713,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234213009739,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201184564,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234213009329,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201233867,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
