val,status,message
234201441452,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234213012379,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201485560,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201495805,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201485440,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201495719,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201568877,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201492348,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201492397,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201495671,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201492355,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201570247,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201492865,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201496856,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201497109,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201497133,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201493109,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201492609,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201492690,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201492720,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201735982,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201492746,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201492712,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201492547,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201492521,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201492738,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201493004,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
234201581990,SUCCESS,Sudah TERCATAT di FASIH — skip (anti-dupe).
