val,status,message
234202002349,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002476,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002450,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002315,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002323,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002443,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002331,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002514,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002398,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002364,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002435,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002372,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002492,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002571,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002484,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002380,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002401,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002530,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002356,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002419,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002427,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002506,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002548,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002555,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002563,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002468,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234202002522,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201918116,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201908095,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201917370,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201909566,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201909582,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201438865,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201513926,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201515477,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201519435,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201519882,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201521020,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201523310,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201523231,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201528091,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201529085,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201503233,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201466549,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201471085,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232012263,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201374703,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201389807,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201377759,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201389242,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201372318,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201372404,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201372461,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201125198,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232005432,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000459033,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201376279,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201376238,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201134104,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232000325,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232000784,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232005328,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232008120,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232002252,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232002399,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232003843,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232004372,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232006556,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232001908,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232011452,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232011516,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232009011,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232009318,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232001475,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201133694,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201371523,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201133765,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201739583,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201672648,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201778354,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201778362,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201521373,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201514513,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201519492,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201644248,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201641698,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201645232,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201639900,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201645329,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201641000,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201853551,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201848284,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201823442,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201853299,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201465459,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201668324,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201792118,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234232007498,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201803444,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201743235,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201764331,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201764372,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201764979,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201764244,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201742901,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201705354,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201721233,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201693090,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201715889,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201854832,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201866850,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201851707,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201852376,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201850491,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201851494,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201852248,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201516686,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201754117,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201775921,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201776438,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201776487,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201743069,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201662105,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201797575,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201513975,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201519721,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201519770,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
