val,status,message
234201737788,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201737809,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201737739,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201737721,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201737747,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201737938,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201737874,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201737890,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201737987,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201473694,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201493834,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201494128,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201494144,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201494185,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201494350,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201494454,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201495847,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201495900,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201495926,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201495983,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201496043,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201496068,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201496106,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201496189,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201495942,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201474017,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201711872,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201647046,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201711880,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201712011,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201663085,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201646880,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201662935,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201711969,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201712094,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201693689,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201646849,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201712003,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201712052,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201662984,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201711977,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201489959,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201521714,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201521818,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201521834,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201521867,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201521954,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201489888,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201489967,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201522773,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201522221,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234201510085,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
