val,status,message
234000863906,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000860759,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000861370,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000864137,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000864351,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000606554,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000397285,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000401254,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000607610,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000604767,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234111005890,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234111003720,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000554610,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000546919,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000532547,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000535697,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000545966,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000546320,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000622200,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000621510,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000623181,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000532554,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000609577,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000375769,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000612674,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000611664,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000615622,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
234000607047,SUCCESS,Sukses: Data berhasil dikirimkan ke BPS!
